idx,subset,complete,feasible,cert,boxes,peak_queue,max_depth,dom_excl,unresolved,downgrade,secs
795,"(1, 2, 15, 16, 17)",True,0,0,4279,14,15,0,0,,23.1
802,"(1, 2, 15, 18, 19)",True,0,0,965,12,18,0,0,,5.2
801,"(1, 2, 15, 17, 20)",True,0,0,1397,14,14,0,0,,7.5
803,"(1, 2, 15, 18, 20)",True,0,0,863,11,18,0,0,,4.6
804,"(1, 2, 15, 19, 20)",True,0,0,803,13,18,0,0,,4.3
805,"(1, 2, 16, 17, 18)",True,0,0,1385,13,15,0,0,,7.4
806,"(1, 2, 16, 17, 19)",True,0,0,1329,11,15,0,0,,7.1
807,"(1, 2, 16, 17, 20)",True,0,0,1629,15,15,0,0,,8.8
811,"(1, 2, 17, 18, 19)",True,0,0,921,11,15,0,0,,4.9
808,"(1, 2, 16, 18, 19)",True,0,0,2267,15,23,0,0,,12.2
813,"(1, 2, 17, 19, 20)",True,0,0,511,11,15,0,0,,2.7
812,"(1, 2, 17, 18, 20)",True,0,0,873,13,15,0,0,,4.6
814,"(1, 2, 18, 19, 20)",True,0,0,1503,15,24,0,0,,9.5
810,"(1, 2, 16, 19, 20)",True,1,1,3879,22,33,0,0,,25.8
809,"(1, 2, 16, 18, 20)",True,1,1,4115,18,26,0,0,,29.3
